Region;Subregion;Country;Indicator;Source;Year;Calculation1;download;Info;Count;Nombre d'enregistrements;Ratio of persons held to prisions capacity (%);RemoveNULL;Total number of persons held;Total prison capacity
Asia;Western Asia;Yemen;Total prison capacity;UN-CTS;2006;;;;;1;;0;;
Asia;Central Asia;Kazakhstan;Total prison capacity;UN-CTS;2007;;;;;1;;0;;
Asia;Central Asia;Turkmenistan;Total prison capacity;UN-CTS;2007;;;;;1;;0;;
Asia;Eastern Asia;China, Hong Kong SAR;Total prison capacity;UN-CTS;2007;;;;11458;1;97,9%;1;11220;11458
Asia;Eastern Asia;China, Macao SAR;Total prison capacity;UN-CTS;2007;;;;;1;;0;;
Asia;Eastern Asia;Japan;Total prison capacity;UN-CTS;2007;;;;85214;1;93,7%;1;79809;85214
Asia;Eastern Asia;Mongolia;Total prison capacity;UN-CTS;2007;;;;5923;1;133,8%;1;7923;5923
Asia;Eastern Asia;Republic of Korea;Total prison capacity;UN-CTS;2007;;;;43970;1;103,8%;1;45647;43970
Asia;South-eastern Asia;Indonesia;Total prison capacity;UN-CTS;2007;;;;;1;;0;;
Asia;South-eastern Asia;Philippines;Total prison capacity;UN-CTS;2007;;;;17032;1;;0;;17032
Asia;South-eastern Asia;Singapore;Total prison capacity;UN-CTS;2007;;;;12645;1;98,1%;1;12410;12645
Asia;South-eastern Asia;Thailand;Total prison capacity;UN-CTS;2007;;;;;1;;0;;
Asia;Southern Asia;Bangladesh;Total prison capacity;UN-CTS;2007;;;;;1;;0;;
Asia;Southern Asia;Sri Lanka;Total prison capacity;UN-CTS;2007;;;;;1;;0;;
Asia;Western Asia;Armenia;Total prison capacity;UN-CTS;2007;;;;4305;1;82,2%;1;3539;4305
Asia;Western Asia;Azerbaijan;Total prison capacity;UN-CTS;2007;;;;21420;1;91,3%;1;19559;21420
Asia;Western Asia;Cyprus;Total prison capacity;UN-CTS;2007;;;;322;1;169,9%;1;547;322
Asia;Western Asia;Georgia;Total prison capacity;UN-CTS;2007;;;;;1;;0;;
Asia;Western Asia;Iraq (Central Iraq);Total prison capacity;UN-CTS;2007;;;;;1;;0;;
Asia;Western Asia;Iraq (Kurdistan Region);Total prison capacity;UN-CTS;2007;;;;;1;;0;;
Asia;Western Asia;Israel;Total prison capacity;UN-CTS;2007;;;;24286;1;90,4%;1;21949;24286
Asia;Western Asia;Jordan;Total prison capacity;UN-CTS;2007;;;;7333;1;90,5%;1;6633;7333
Asia;Western Asia;State of Palestine;Total prison capacity;UN-CTS;2007;;;;750;1;;0;;750
Asia;Western Asia;Syrian Arab Republic;Total prison capacity;UN-CTS;2007;;;;;1;;0;;
Asia;Western Asia;Turkey;Total prison capacity;UN-CTS;2007;;;;74140;1;122,4%;1;90732;74140
Asia;Western Asia;Yemen;Total prison capacity;UN-CTS;2007;;;;;1;;0;;
Asia;Central Asia;Kazakhstan;Total prison capacity;UN-CTS;2008;;;;57560;1;83,9%;1;48270;57560
Asia;Central Asia;Turkmenistan;Total prison capacity;UN-CTS;2008;;;;;1;;0;;
Asia;Eastern Asia;China, Hong Kong SAR;Total prison capacity;UN-CTS;2008;;;;11461;1;93,7%;1;10738;11461
Asia;Eastern Asia;China, Macao SAR;Total prison capacity;UN-CTS;2008;;;;1253;1;72,8%;1;912;1253
Asia;Eastern Asia;Japan;Total prison capacity;UN-CTS;2008;;;;87754;1;87,6%;1;76881;87754
Asia;Eastern Asia;Mongolia;Total prison capacity;UN-CTS;2008;;;;7051;1;114,8%;1;8098;7051
Asia;Eastern Asia;Republic of Korea;Total prison capacity;UN-CTS;2008;;;;43970;1;109,1%;1;47966;43970
Asia;South-eastern Asia;Indonesia;Total prison capacity;UN-CTS;2008;;;;;1;;0;;
Asia;South-eastern Asia;Philippines;Total prison capacity;UN-CTS;2008;;;;;1;;0;;
Asia;South-eastern Asia;Singapore;Total prison capacity;UN-CTS;2008;;;;12645;1;98,9%;1;12500;12645
Asia;South-eastern Asia;Thailand;Total prison capacity;UN-CTS;2008;;;;;1;;0;;
Asia;Southern Asia;Bangladesh;Total prison capacity;UN-CTS;2008;;;;;1;;0;;
Asia;Southern Asia;Sri Lanka;Total prison capacity;UN-CTS;2008;;;;;1;;0;;
Asia;Western Asia;Armenia;Total prison capacity;UN-CTS;2008;;;;4646;1;85,3%;1;3965;4646
Asia;Western Asia;Azerbaijan;Total prison capacity;UN-CTS;2008;;;;21520;1;97,5%;1;20986;21520
Asia;Western Asia;Cyprus;Total prison capacity;UN-CTS;2008;;;;322;1;202,5%;1;652;322
Asia;Western Asia;Georgia;Total prison capacity;UN-CTS;2008;;;;;1;;0;;
Asia;Western Asia;Iraq (Central Iraq);Total prison capacity;UN-CTS;2008;;;;30713;1;54,6%;1;16767;30713
Asia;Western Asia;Iraq (Kurdistan Region);Total prison capacity;UN-CTS;2008;;;;1560;1;;0;;1560
Asia;Western Asia;Israel;Total prison capacity;UN-CTS;2008;;;;24269;1;90,3%;1;21905;24269
Asia;Western Asia;Jordan;Total prison capacity;UN-CTS;2008;;;;7356;1;96,2%;1;7077;7356
Asia;Western Asia;State of Palestine;Total prison capacity;UN-CTS;2008;;;;750;1;;0;;750
Asia;Western Asia;Syrian Arab Republic;Total prison capacity;UN-CTS;2008;;;;;1;;0;;
Asia;Western Asia;Turkey;Total prison capacity;UN-CTS;2008;;;;97001;1;106,6%;1;103435;97001
Asia;Western Asia;Yemen;Total prison capacity;UN-CTS;2008;;;;;1;;0;;
Asia;Central Asia;Kazakhstan;Total prison capacity;UN-CTS;2009;;;;53560;1;94,3%;1;50495;53560
Asia;Central Asia;Turkmenistan;Total prison capacity;UN-CTS;2009;;;;;1;;0;;
Asia;Eastern Asia;China, Hong Kong SAR;Total prison capacity;UN-CTS;2009;;;;11540;1;87,7%;1;10118;11540
Asia;Eastern Asia;China, Macao SAR;Total prison capacity;UN-CTS;2009;;;;1297;1;71,7%;1;930;1297
Asia;Eastern Asia;Japan;Total prison capacity;UN-CTS;2009;;;;90354;1;83,3%;1;75250;90354
Asia;Eastern Asia;Mongolia;Total prison capacity;UN-CTS;2009;;;;5279;1;123,7%;1;6532;5279
Asia;Eastern Asia;Republic of Korea;Total prison capacity;UN-CTS;2009;;;;45110;1;106,9%;1;48228;45110
Asia;South-eastern Asia;Indonesia;Total prison capacity;UN-CTS;2009;;;;;1;;0;;
Asia;South-eastern Asia;Philippines;Total prison capacity;UN-CTS;2009;;;;;1;;0;;
Asia;South-eastern Asia;Singapore;Total prison capacity;UN-CTS;2009;;;;15564;1;86,3%;1;13428;15564
Asia;South-eastern Asia;Thailand;Total prison capacity;UN-CTS;2009;;;;109430;1;194,7%;1;213094;109430
Asia;Southern Asia;Bangladesh;Total prison capacity;UN-CTS;2009;;;;;1;;0;;
Asia;Southern Asia;Sri Lanka;Total prison capacity;UN-CTS;2009;;;;;1;;0;;
Asia;Western Asia;Armenia;Total prison capacity;UN-CTS;2009;;;;4395;1;98,1%;1;4313;4395
Asia;Western Asia;Azerbaijan;Total prison capacity;UN-CTS;2009;;;;24500;1;84,3%;1;20651;24500
Asia;Western Asia;Cyprus;Total prison capacity;UN-CTS;2009;;;;360;1;160,6%;1;578;360
Asia;Western Asia;Georgia;Total prison capacity;UN-CTS;2009;;;;;1;;0;;
Asia;Western Asia;Iraq (Central Iraq);Total prison capacity;UN-CTS;2009;;;;33796;1;59,5%;1;20104;33796
Asia;Western Asia;Iraq (Kurdistan Region);Total prison capacity;UN-CTS;2009;;;;1560;1;115,6%;1;1804;1560
Asia;Western Asia;Israel;Total prison capacity;UN-CTS;2009;;;;;1;;0;;
Asia;Western Asia;Jordan;Total prison capacity;UN-CTS;2009;;;;8124;1;88,7%;1;7206;8124
Asia;Western Asia;State of Palestine;Total prison capacity;UN-CTS;2009;;;;750;1;;0;;750
Asia;Western Asia;Syrian Arab Republic;Total prison capacity;UN-CTS;2009;;;;;1;;0;;
Asia;Western Asia;Turkey;Total prison capacity;UN-CTS;2009;;;;106779;1;108,6%;1;115920;106779
Asia;Western Asia;Yemen;Total prison capacity;UN-CTS;2009;;;;11313;1;60,9%;1;6894;11313
Asia;Central Asia;Kazakhstan;Total prison capacity;UN-CTS;2010;;;;59610;1;92,5%;1;55140;59610
Asia;Central Asia;Turkmenistan;Total prison capacity;UN-CTS;2010;;;;;1;;0;;
Asia;Eastern Asia;China, Hong Kong SAR;Total prison capacity;UN-CTS;2010;;;;11497;1;88,4%;1;10159;11497
Asia;Eastern Asia;China, Macao SAR;Total prison capacity;UN-CTS;2010;;;;1341;1;69,3%;1;929;1341
Asia;Eastern Asia;Japan;Total prison capacity;UN-CTS;2010;;;;90182;1;80,9%;1;72975;90182
Asia;Eastern Asia;Mongolia;Total prison capacity;UN-CTS;2010;;;;6076;1;122,1%;1;7421;6076
Asia;Eastern Asia;Republic of Korea;Total prison capacity;UN-CTS;2010;;;;46610;1;98,0%;1;45681;46610
Asia;South-eastern Asia;Indonesia;Total prison capacity;UN-CTS;2010;;;;;1;;0;;
Asia;South-eastern Asia;Philippines;Total prison capacity;UN-CTS;2010;;;;;1;;0;;
Asia;South-eastern Asia;Singapore;Total prison capacity;UN-CTS;2010;;;;15564;1;87,4%;1;13604;15564
Asia;South-eastern Asia;Thailand;Total prison capacity;UN-CTS;2010;;;;;1;;0;;
Asia;Southern Asia;Bangladesh;Total prison capacity;UN-CTS;2010;;;;;1;;0;;
Asia;Southern Asia;Sri Lanka;Total prison capacity;UN-CTS;2010;;;;;1;;0;;
Asia;Western Asia;Armenia;Total prison capacity;UN-CTS;2010;;;;4395;1;117,0%;1;5142;4395
Asia;Western Asia;Azerbaijan;Total prison capacity;UN-CTS;2010;;;;24500;1;89,7%;1;21971;24500
Asia;Western Asia;Cyprus;Total prison capacity;UN-CTS;2010;;;;351;1;181,2%;1;636;351
Asia;Western Asia;Georgia;Total prison capacity;UN-CTS;2010;;;;24720;1;95,8%;1;23684;24720
Asia;Western Asia;Iraq (Central Iraq);Total prison capacity;UN-CTS;2010;;;;44998;1;55,5%;1;24965;44998
Asia;Western Asia;Iraq (Kurdistan Region);Total prison capacity;UN-CTS;2010;;;;1560;1;118,8%;1;1853;1560
Asia;Western Asia;Israel;Total prison capacity;UN-CTS;2010;;;;23227;1;86,9%;1;20191;23227
Asia;Western Asia;Jordan;Total prison capacity;UN-CTS;2010;;;;9042;1;93,3%;1;8434;9042
Asia;Western Asia;State of Palestine;Total prison capacity;UN-CTS;2010;;;;750;1;;0;;750
Asia;Western Asia;Syrian Arab Republic;Total prison capacity;UN-CTS;2010;;;;;1;;0;;
Asia;Western Asia;Turkey;Total prison capacity;UN-CTS;2010;;;;114348;1;105,1%;1;120194;114348
Asia;Western Asia;Yemen;Total prison capacity;UN-CTS;2010;;;;;1;;0;;
Asia;Central Asia;Kazakhstan;Total prison capacity;UN-CTS;2011;;;;61670;1;80,1%;1;49401;61670
Asia;Central Asia;Turkmenistan;Total prison capacity;UN-CTS;2011;;;;;1;;0;;
Asia;Eastern Asia;China, Hong Kong SAR;Total prison capacity;UN-CTS;2011;;;;11532;1;80,6%;1;9294;11532
Asia;Eastern Asia;China, Macao SAR;Total prison capacity;UN-CTS;2011;;;;1341;1;76,8%;1;1030;1341
Asia;Eastern Asia;Japan;Total prison capacity;UN-CTS;2011;;;;90696;1;77,0%;1;69876;90696
Asia;Eastern Asia;Mongolia;Total prison capacity;UN-CTS;2011;;;;6763;1;118,5%;1;8011;6763
Asia;Eastern Asia;Republic of Korea;Total prison capacity;UN-CTS;2011;;;;46370;1;97,1%;1;45038;46370
Asia;South-eastern Asia;Indonesia;Total prison capacity;UN-CTS;2011;;;;;1;;0;;
Asia;South-eastern Asia;Philippines;Total prison capacity;UN-CTS;2011;;;;33862;1;297,1%;1;100590;33862
Asia;South-eastern Asia;Singapore;Total prison capacity;UN-CTS;2011;;;;16254;1;81,0%;1;13164;16254
Asia;South-eastern Asia;Thailand;Total prison capacity;UN-CTS;2011;;;;;1;;0;;
Asia;Southern Asia;Bangladesh;Total prison capacity;UN-CTS;2011;;;;;1;;0;;
Asia;Southern Asia;Sri Lanka;Total prison capacity;UN-CTS;2011;;;;;1;;0;;
Asia;Western Asia;Armenia;Total prison capacity;UN-CTS;2011;;;;4395;1;103,1%;1;4532;4395
Asia;Western Asia;Azerbaijan;Total prison capacity;UN-CTS;2011;;;;24500;1;83,9%;1;20546;24500
Asia;Western Asia;Cyprus;Total prison capacity;UN-CTS;2011;;;;370;1;168,1%;1;622;370
Asia;Western Asia;Georgia;Total prison capacity;UN-CTS;2011;;;;24650;1;97,8%;1;24114;24650
Asia;Western Asia;Iraq (Central Iraq);Total prison capacity;UN-CTS;2011;;;;47160;1;55,9%;1;26369;47160
Asia;Western Asia;Iraq (Kurdistan Region);Total prison capacity;UN-CTS;2011;;;;1560;1;147,2%;1;2296;1560
Asia;Western Asia;Israel;Total prison capacity;UN-CTS;2011;;;;22462;1;84,4%;1;18967;22462
Asia;Western Asia;Jordan;Total prison capacity;UN-CTS;2011;;;;9709;1;64,5%;1;6262;9709
Asia;Western Asia;State of Palestine;Total prison capacity;UN-CTS;2011;;;;732;1;;0;;732
Asia;Western Asia;Syrian Arab Republic;Total prison capacity;UN-CTS;2011;;;;;1;;0;;
Asia;Western Asia;Turkey;Total prison capacity;UN-CTS;2011;;;;116754;1;109,8%;1;128253;116754
Asia;Western Asia;Yemen;Total prison capacity;UN-CTS;2011;;;;;1;;0;;
Asia;Central Asia;Kazakhstan;Total prison capacity;UN-CTS;2012;;;;58360;1;77,7%;1;45335;58360
Asia;Central Asia;Turkmenistan;Total prison capacity;UN-CTS;2012;;;;;1;;0;;
Asia;Eastern Asia;China, Hong Kong SAR;Total prison capacity;UN-CTS;2012;;;;11916;1;79,5%;1;9468;11916
Asia;Eastern Asia;China, Macao SAR;Total prison capacity;UN-CTS;2012;;;;1341;1;82,9%;1;1112;1341
Asia;Eastern Asia;Japan;Total prison capacity;UN-CTS;2012;;;;90531;1;74,0%;1;67008;90531
Asia;Eastern Asia;Mongolia;Total prison capacity;UN-CTS;2012;;;;6971;1;116,8%;1;8145;6971
Asia;Eastern Asia;Republic of Korea;Total prison capacity;UN-CTS;2012;;;;46370;1;100,7%;1;46708;46370
Asia;South-eastern Asia;Indonesia;Total prison capacity;UN-CTS;2012;;;;102270;1;153,0%;1;156446;102270
Asia;South-eastern Asia;Philippines;Total prison capacity;UN-CTS;2012;;;;34144;1;312,3%;1;106623;34144
Asia;South-eastern Asia;Singapore;Total prison capacity;UN-CTS;2012;;;;16254;1;79,8%;1;12975;16254
Asia;South-eastern Asia;Thailand;Total prison capacity;UN-CTS;2012;;;;;1;;0;;
Asia;Southern Asia;Bangladesh;Total prison capacity;UN-CTS;2012;;;;;1;;0;;
Asia;Southern Asia;Sri Lanka;Total prison capacity;UN-CTS;2012;;;;11762;1;197,4%;1;23215;11762
Asia;Western Asia;Armenia;Total prison capacity;UN-CTS;2012;;;;4395;1;108,2%;1;4756;4395
Asia;Western Asia;Azerbaijan;Total prison capacity;UN-CTS;2012;;;;24500;1;84,8%;1;20782;24500
Asia;Western Asia;Cyprus;Total prison capacity;UN-CTS;2012;;;;370;1;183,2%;1;678;370
Asia;Western Asia;Georgia;Total prison capacity;UN-CTS;2012;;;;25354;1;76,3%;1;19349;25354
Asia;Western Asia;Iraq (Central Iraq);Total prison capacity;UN-CTS;2012;;;;52539;1;59,4%;1;31187;52539
Asia;Western Asia;Iraq (Kurdistan Region);Total prison capacity;UN-CTS;2012;;;;1560;1;108,8%;1;1697;1560
Asia;Western Asia;Israel;Total prison capacity;UN-CTS;2012;;;;21823;1;93,0%;1;20291;21823
Asia;Western Asia;Jordan;Total prison capacity;UN-CTS;2012;;;;9420;1;81,9%;1;7714;9420
Asia;Western Asia;State of Palestine;Total prison capacity;UN-CTS;2012;;;;930;1;;0;;930
Asia;Western Asia;Syrian Arab Republic;Total prison capacity;UN-CTS;2012;;;;;1;;0;;
Asia;Western Asia;Turkey;Total prison capacity;UN-CTS;2012;;;;142460;1;95,9%;1;136638;142460
Asia;Western Asia;Yemen;Total prison capacity;UN-CTS;2012;;;;;1;;0;;
Asia;Central Asia;Kazakhstan;Total prison capacity;UN-CTS;2013;;;;58320;1;72,1%;1;42052;58320
Asia;Central Asia;Turkmenistan;Total prison capacity;UN-CTS;2013;;;;;1;;0;;
Asia;Eastern Asia;China, Hong Kong SAR;Total prison capacity;UN-CTS;2013;;;;11916;1;77,1%;1;9192;11916
Asia;Eastern Asia;China, Macao SAR;Total prison capacity;UN-CTS;2013;;;;1404;1;82,2%;1;1154;1404
Asia;Eastern Asia;Japan;Total prison capacity;UN-CTS;2013;;;;90531;1;69,6%;1;62971;90531
Asia;Eastern Asia;Mongolia;Total prison capacity;UN-CTS;2013;;;;6898;1;117,0%;1;8068;6898
Asia;Eastern Asia;Republic of Korea;Total prison capacity;UN-CTS;2013;;;;45690;1;106,9%;1;48824;45690
Asia;South-eastern Asia;Indonesia;Total prison capacity;UN-CTS;2013;;;;106797;1;149,9%;1;160061;106797
Asia;South-eastern Asia;Philippines;Total prison capacity;UN-CTS;2013;;;;;1;;0;;
Asia;South-eastern Asia;Singapore;Total prison capacity;UN-CTS;2013;;;;16249;1;82,1%;1;13334;16249
Asia;South-eastern Asia;Thailand;Total prison capacity;UN-CTS;2013;;;;;1;;0;;
Asia;Southern Asia;Bangladesh;Total prison capacity;UN-CTS;2013;;;;;1;;0;;
Asia;Southern Asia;Sri Lanka;Total prison capacity;UN-CTS;2013;;;;;1;;0;;
Asia;Western Asia;Armenia;Total prison capacity;UN-CTS;2013;;;;4395;1;89,3%;1;3923;4395
Asia;Western Asia;Azerbaijan;Total prison capacity;UN-CTS;2013;;;;25400;1;81,4%;1;20669;25400
Asia;Western Asia;Cyprus;Total prison capacity;UN-CTS;2013;;;;370;1;149,5%;1;553;370
Asia;Western Asia;Georgia;Total prison capacity;UN-CTS;2013;;;;23342;1;39,0%;1;9093;23342
Asia;Western Asia;Iraq (Central Iraq);Total prison capacity;UN-CTS;2013;;;;52444;1;58,2%;1;30499;52444
Asia;Western Asia;Iraq (Kurdistan Region);Total prison capacity;UN-CTS;2013;;;;1560;1;166,6%;1;2599;1560
Asia;Western Asia;Israel;Total prison capacity;UN-CTS;2013;;;;24605;1;75,6%;1;18610;24605
Asia;Western Asia;Jordan;Total prison capacity;UN-CTS;2013;;;;;1;;0;;
Asia;Western Asia;State of Palestine;Total prison capacity;UN-CTS;2013;;;;;1;;0;;
Asia;Western Asia;Syrian Arab Republic;Total prison capacity;UN-CTS;2013;;;;;1;;0;;
Asia;Western Asia;Turkey;Total prison capacity;UN-CTS;2013;;;;154115;1;93,5%;1;144098;154115
Asia;Western Asia;Yemen;Total prison capacity;UN-CTS;2013;;;;;1;;0;;
Asia;Central Asia;Kazakhstan;Total prison capacity;UN-CTS;2014;;;;57970;1;74,6%;1;43220;57970
Asia;Central Asia;Turkmenistan;Total prison capacity;UN-CTS;2014;;;;;1;;0;;
Asia;Eastern Asia;China, Hong Kong SAR;Total prison capacity;UN-CTS;2014;;;;;1;;0;;
Asia;Eastern Asia;China, Macao SAR;Total prison capacity;UN-CTS;2014;;;;1547;1;77,9%;1;1205;1547
Asia;Eastern Asia;Japan;Total prison capacity;UN-CTS;2014;;;;90146;1;67,1%;1;60486;90146
Asia;Eastern Asia;Mongolia;Total prison capacity;UN-CTS;2014;;;;6182;1;124,4%;1;7690;6182
Asia;Eastern Asia;Republic of Korea;Total prison capacity;UN-CTS;2014;;;;45690;1;113,3%;1;51761;45690
Asia;South-eastern Asia;Indonesia;Total prison capacity;UN-CTS;2014;;;;113245;1;141,3%;1;159964;113245
Asia;South-eastern Asia;Philippines;Total prison capacity;UN-CTS;2014;;;;;1;;0;;
Asia;South-eastern Asia;Singapore;Total prison capacity;UN-CTS;2014;;;;16347;1;78,3%;1;12794;16347
Asia;South-eastern Asia;Thailand;Total prison capacity;UN-CTS;2014;;;;115788;1;274,6%;1;317980;115788
Asia;Southern Asia;Bangladesh;Total prison capacity;UN-CTS;2014;;;;;1;;0;;
Asia;Southern Asia;Sri Lanka;Total prison capacity;UN-CTS;2014;;;;;1;;0;;
Asia;Western Asia;Armenia;Total prison capacity;UN-CTS;2014;;;;4576;1;84,8%;1;3880;4576
Asia;Western Asia;Azerbaijan;Total prison capacity;UN-CTS;2014;;;;25400;1;88,7%;1;22526;25400
Asia;Western Asia;Cyprus;Total prison capacity;UN-CTS;2014;;;;;1;;0;;
Asia;Western Asia;Georgia;Total prison capacity;UN-CTS;2014;;;;21398;1;48,5%;1;10372;21398
Asia;Western Asia;Iraq (Central Iraq);Total prison capacity;UN-CTS;2014;;;;;1;;0;;
Asia;Western Asia;Iraq (Kurdistan Region);Total prison capacity;UN-CTS;2014;;;;;1;;0;;
Asia;Western Asia;Israel;Total prison capacity;UN-CTS;2014;;;;25932;1;80,1%;1;20781;25932
Asia;Western Asia;Jordan;Total prison capacity;UN-CTS;2014;;;;;1;;0;;
Asia;Western Asia;State of Palestine;Total prison capacity;UN-CTS;2014;;;;;1;;0;;
Asia;Western Asia;Syrian Arab Republic;Total prison capacity;UN-CTS;2014;;;;;1;;0;;
Asia;Western Asia;Turkey;Total prison capacity;UN-CTS;2014;;;;163129;1;97,3%;1;158690;163129
Asia;Western Asia;Yemen;Total prison capacity;UN-CTS;2014;;;;;1;;0;;
Asia;Central Asia;Kazakhstan;Total prison capacity;UN-CTS;2015;;;;50729;1;83,0%;1;42114;50729
Asia;Central Asia;Turkmenistan;Total prison capacity;UN-CTS;2015;;;;;1;;0;;
Asia;Eastern Asia;China, Hong Kong SAR;Total prison capacity;UN-CTS;2015;;;;;1;;0;;
Asia;Eastern Asia;China, Macao SAR;Total prison capacity;UN-CTS;2015;;;;1547;1;82,7%;1;1280;1547
Asia;Eastern Asia;Japan;Total prison capacity;UN-CTS;2015;;;;;1;;0;;
Asia;Eastern Asia;Mongolia;Total prison capacity;UN-CTS;2015;;;;6130;1;89,2%;1;5471;6130
Asia;Eastern Asia;Republic of Korea;Total prison capacity;UN-CTS;2015;;;;46600;1;117,3%;1;54667;46600
Asia;South-eastern Asia;Indonesia;Total prison capacity;UN-CTS;2015;;;;117144;1;148,2%;1;173572;117144
Asia;South-eastern Asia;Philippines;Total prison capacity;UN-CTS;2015;;;;88742;1;157,2%;1;139469;88742
Asia;South-eastern Asia;Singapore;Total prison capacity;UN-CTS;2015;;;;16347;1;77,3%;1;12640;16347
Asia;South-eastern Asia;Thailand;Total prison capacity;UN-CTS;2015;;;;124923;1;258,9%;1;323473;124923
Asia;Southern Asia;Bangladesh;Total prison capacity;UN-CTS;2015;;;;;1;;0;;
Asia;Southern Asia;Sri Lanka;Total prison capacity;UN-CTS;2015;;;;;1;;0;;
Asia;Western Asia;Armenia;Total prison capacity;UN-CTS;2015;;;;4584;1;84,5%;1;3873;4584
Asia;Western Asia;Azerbaijan;Total prison capacity;UN-CTS;2015;;;;;1;;0;;
Asia;Western Asia;Cyprus;Total prison capacity;UN-CTS;2015;;;;480;1;114,0%;1;547;480
Asia;Western Asia;Georgia;Total prison capacity;UN-CTS;2015;;;;;1;;0;;
Asia;Western Asia;Iraq (Central Iraq);Total prison capacity;UN-CTS;2015;;;;;1;;0;;
Asia;Western Asia;Iraq (Kurdistan Region);Total prison capacity;UN-CTS;2015;;;;;1;;0;;
Asia;Western Asia;Israel;Total prison capacity;UN-CTS;2015;;;;;1;;0;;
Asia;Western Asia;Jordan;Total prison capacity;UN-CTS;2015;;;;;1;;0;;
Asia;Western Asia;State of Palestine;Total prison capacity;UN-CTS;2015;;;;;1;;0;;
